,x,Lives in a communal establishment,Density,White: English/Welsh/Scottish/Northern Irish/British,White: Irish,White: Gypsy or Irish Traveller,White: Other White,Mixed/multiple ethnic group: White and Black Caribbean,Mixed/multiple ethnic group: White and Black African,Mixed/multiple ethnic group: White and Asian,Mixed/multiple ethnic group: Other Mixed,Asian/Asian British: Indian,Asian/Asian British: Pakistani,Asian/Asian British: Bangladeshi,Asian/Asian British: Chinese,Asian/Asian British: Other Asian,Black/African/Caribbean/Black British: African,Black/African/Caribbean/Black British: Caribbean,Black/African/Caribbean/Black British: Other Black,Other ethnic group: Arab,Other ethnic group: Any other ethnic group,Dependent children in household: All ages,Single (never married or never registered a same-sex civil partnership),Married,In a registered same-sex civil partnership,Separated (but still legally married or still legally in a same-sex civil partnership),Divorced or formerly in a same-sex civil partnership which is now legally dissolved,Widowed or surviving partner from a same-sex civil partnership,Christian,Buddhist,Hindu,Jewish,Muslim,Sikh,Other religion,No religion,Religion not stated,Economically active: Employee: Part-time,Economically active: Employee: Full-time,Economically active: Self-employed,Economically active: Unemployed,Economically active: Full-time student,Economically inactive: Retired,Economically inactive: Student (including full-time students),Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Economically inactive: Other,Unemployed: Age 16 to 24,Unemployed: Age 50 to 74,Unemployed: Never worked,Long-term unemployed,Part-time: 15 hours or less worked,Part-time: 16 to 30 hours worked,Full-time: 31 to 48 hours worked,Full-time: 49 or more hours worked
219,E07000083,1.10,2.00,94.00,0.60,0.40,2.60,0.40,0.10,0.30,0.20,0.50,0.10,0.10,0.20,0.30,0.20,0.10,0.10,0.00,0.10,27.10,26.10,54.30,0.30,2.30,9.70,7.40,9.90,19.20,57.60,13.30,0.00,0.00,0.00,0.00,0.00,15.10,41.70,10.80,2.80,2.40,16.90,3.00,3.60,2.40,1.40,0.70,0.70,0.30,1.00,9.90,19.20,57.60,13.30
220,E07000119,2.30,4.60,95.10,0.60,0.00,1.70,0.30,0.10,0.30,0.20,0.40,0.20,0.00,0.30,0.30,0.10,0.10,0.10,0.10,0.10,23.40,26.40,50.90,0.20,2.40,10.40,9.60,9.40,19.70,58.50,12.40,0.00,0.00,0.00,0.00,0.00,13.50,37.10,10.40,3.10,2.70,20.60,3.30,3.10,4.00,2.20,0.90,0.70,0.30,1.20,9.40,19.70,58.50,12.40
221,E07000123,4.10,9.90,75.80,0.80,0.10,3.50,1.20,0.20,0.70,0.30,10.30,3.20,0.30,0.90,0.90,0.50,0.60,0.10,0.40,0.30,29.20,40.90,41.30,0.20,2.40,8.70,6.50,10.80,21.20,58.40,9.60,0.00,0.00,0.00,0.00,0.00,13.60,36.70,6.70,4.40,6.30,11.70,8.20,4.40,5.40,2.60,1.30,0.60,0.70,1.80,10.80,21.20,58.40,9.60
222,E07000142,1.60,0.80,96.30,0.50,0.20,1.20,0.20,0.10,0.20,0.20,0.40,0.10,0.00,0.10,0.20,0.10,0.10,0.00,0.00,0.00,26.90,25.00,54.90,0.10,2.20,9.80,7.90,10.90,19.90,53.70,15.60,0.00,0.00,0.00,0.00,0.00,15.00,36.90,10.20,3.80,2.30,18.90,3.60,4.00,3.80,1.40,1.20,0.80,0.50,1.50,10.90,19.90,53.70,15.60
223,E07000137,2.20,0.80,96.60,0.40,0.00,1.50,0.30,0.10,0.20,0.10,0.20,0.00,0.10,0.10,0.10,0.10,0.10,0.00,0.00,0.00,22.80,24.30,53.60,0.20,2.20,10.30,9.40,10.40,22.60,50.90,16.00,0.00,0.00,0.00,0.00,0.00,14.30,29.80,10.90,4.00,1.90,24.10,3.20,4.40,5.80,1.80,1.30,0.90,0.50,1.50,10.40,22.60,50.90,16.00
224,E08000012,3.50,41.70,84.80,1.40,0.00,2.60,0.70,0.70,0.50,0.60,1.10,0.40,0.20,1.70,0.70,1.80,0.30,0.50,1.20,0.60,26.00,49.70,32.30,0.20,3.00,8.10,6.70,9.90,22.00,58.90,9.20,0.00,0.00,0.00,0.00,0.00,12.60,32.70,5.80,6.70,5.60,11.50,10.30,3.80,8.00,3.00,1.80,1.00,1.30,2.80,9.90,22.00,58.90,9.20
225,E08000011,0.60,16.90,96.10,0.50,0.00,0.70,0.50,0.40,0.30,0.20,0.30,0.10,0.00,0.30,0.30,0.20,0.10,0.10,0.10,0.10,32.00,40.30,40.10,0.10,3.00,8.40,8.10,7.40,22.60,61.80,8.10,0.00,0.00,0.00,0.00,0.00,14.30,35.90,5.90,6.50,3.00,13.60,4.80,4.50,8.80,2.70,1.90,1.10,1.30,2.70,7.40,22.60,61.80,8.10
226,E08000020,1.20,14.10,94.10,0.30,0.00,1.90,0.20,0.10,0.30,0.20,0.50,0.30,0.10,0.50,0.50,0.50,0.00,0.00,0.10,0.40,27.00,35.40,44.40,0.30,2.70,9.40,7.90,7.50,20.70,62.40,9.50,0.00,0.00,0.00,0.00,0.00,14.20,39.80,5.90,5.00,2.70,15.90,4.60,3.80,6.00,2.00,1.50,0.80,0.80,2.00,7.50,20.70,62.40,9.50
227,E07000173,0.70,9.50,90.30,0.80,0.00,1.90,1.30,0.20,0.50,0.30,1.20,0.80,0.10,0.40,0.50,0.30,1.00,0.10,0.10,0.20,27.90,30.90,49.50,0.20,2.50,9.40,7.40,8.90,20.90,58.80,11.30,0.00,0.00,0.00,0.00,0.00,15.50,39.80,9.30,4.10,2.70,16.50,3.60,3.30,3.60,1.50,1.30,0.80,0.60,1.50,8.90,20.90,58.80,11.30
228,E06000035,1.50,13.70,85.50,0.70,0.20,3.20,0.70,0.30,0.60,0.40,2.70,0.60,0.50,0.40,1.00,1.80,0.50,0.20,0.20,0.50,32.30,34.60,46.10,0.20,3.10,9.60,6.40,9.70,18.20,58.50,13.60,0.00,0.00,0.00,0.00,0.00,14.00,40.10,8.70,4.90,3.40,12.70,5.10,5.20,3.80,2.10,1.50,0.90,0.70,2.00,9.70,18.20,58.50,13.60
229,E07000081,1.40,30.00,84.60,0.70,0.10,3.80,1.80,0.30,0.50,0.50,2.60,0.50,0.40,0.40,0.90,0.90,1.50,0.40,0.10,0.20,30.80,34.10,46.60,0.30,2.70,10.00,6.40,9.00,20.30,60.60,10.10,0.00,0.00,0.00,0.00,0.00,16.10,43.20,7.00,4.30,3.30,12.10,4.20,4.00,4.00,1.90,1.30,0.80,0.60,1.70,9.00,20.30,60.60,10.10
230,E07000088,1.00,32.60,94.40,0.40,0.00,1.60,0.30,0.20,0.50,0.30,0.50,0.00,0.20,0.30,0.30,0.40,0.20,0.10,0.10,0.20,29.80,30.00,47.80,0.20,3.20,11.50,7.50,8.70,18.40,60.10,12.80,0.00,0.00,0.00,0.00,0.00,14.40,43.40,7.50,4.20,2.70,14.50,3.60,4.30,3.60,1.70,1.30,0.80,0.50,1.60,8.70,18.40,60.10,12.80
231,E07000087,1.30,15.00,94.70,0.40,0.10,1.60,0.30,0.10,0.60,0.20,0.60,0.10,0.10,0.40,0.30,0.20,0.10,0.00,0.10,0.10,28.20,25.50,55.20,0.20,2.30,9.10,7.60,10.10,19.00,57.20,13.70,0.00,0.00,0.00,0.00,0.00,15.20,42.40,9.30,2.60,3.20,17.30,3.40,3.20,2.20,1.20,0.80,0.70,0.20,0.90,10.10,19.00,57.20,13.70
232,E07000141,1.00,1.40,93.60,0.50,0.10,3.30,0.30,0.10,0.20,0.20,0.40,0.10,0.00,0.30,0.40,0.20,0.10,0.00,0.00,0.10,28.60,26.10,53.60,0.10,2.80,9.90,7.50,9.70,19.30,56.40,14.60,0.00,0.00,0.00,0.00,0.00,15.00,41.20,10.10,3.30,2.60,16.50,3.20,3.70,2.90,1.50,0.90,0.70,0.40,1.30,9.70,19.30,56.40,14.60
233,E07000109,0.70,10.30,77.10,0.80,0.30,4.60,0.60,0.40,0.60,0.50,7.40,0.50,0.50,0.30,1.70,2.20,0.40,0.20,0.10,1.80,32.60,32.40,48.80,0.10,2.90,8.70,7.20,9.60,19.10,57.30,14.00,0.00,0.00,0.00,0.00,0.00,14.40,39.10,9.50,5.10,2.80,13.50,4.20,5.30,3.80,2.30,1.50,0.90,0.90,2.00,9.60,19.10,57.30,14.00
234,E06000012,1.10,8.30,95.40,0.30,0.00,1.70,0.20,0.10,0.20,0.20,0.30,0.10,0.20,0.40,0.30,0.20,0.00,0.00,0.20,0.10,28.50,33.10,45.20,0.10,2.60,11.20,7.80,9.30,23.10,54.80,12.80,0.00,0.00,0.00,0.00,0.00,16.50,36.30,6.50,6.50,2.70,15.60,4.20,4.90,4.80,2.20,2.00,1.10,1.00,2.70,9.30,23.10,54.80,12.80
235,E07000145,1.10,5.60,92.80,0.40,0.10,3.60,0.30,0.30,0.30,0.30,0.50,0.10,0.00,0.20,0.40,0.30,0.10,0.10,0.10,0.20,27.60,30.90,46.70,0.20,2.50,11.40,8.40,10.60,23.50,52.80,13.10,0.00,0.00,0.00,0.00,0.00,16.30,32.40,8.30,6.10,2.40,18.30,3.60,4.90,5.30,2.30,1.90,1.20,0.80,2.40,10.60,23.50,52.80,13.10
236,E09000011,1.80,53.80,52.30,1.70,0.20,8.30,1.60,1.10,0.90,1.30,3.10,1.00,0.60,2.00,5.00,13.80,3.20,2.10,0.40,1.40,33.60,43.40,38.90,0.30,3.80,8.30,5.20,8.80,18.00,59.10,14.00,0.00,0.00,0.00,0.00,0.00,11.10,38.50,9.80,6.20,5.20,8.40,7.50,5.10,4.60,3.60,1.50,0.90,1.30,2.40,8.80,18.00,59.10,14.00
237,E07000216,3.60,3.50,90.60,0.80,0.10,4.40,0.30,0.10,0.60,0.30,0.40,0.20,0.10,0.50,0.60,0.30,0.10,0.00,0.10,0.20,29.30,26.90,55.30,0.20,2.20,8.10,7.40,11.90,18.00,52.20,18.00,0.00,0.00,0.00,0.00,0.00,13.60,38.60,14.50,2.40,2.90,14.30,5.10,4.90,2.10,1.50,0.60,0.70,0.20,0.90,11.90,18.00,52.20,18.00
238,E07000209,4.60,5.10,83.50,0.90,0.40,6.20,0.30,0.20,0.80,0.50,1.20,0.40,0.20,1.40,1.70,0.80,0.20,0.10,0.70,0.60,29.00,35.20,49.40,0.20,2.10,7.40,5.80,11.70,16.50,55.20,16.60,0.00,0.00,0.00,0.00,0.00,12.20,41.10,11.30,2.70,4.90,11.30,8.50,4.40,1.90,1.70,0.60,0.70,0.30,1.00,11.70,16.50,55.20,16.60
239,E09000012,0.70,129.20,36.20,2.10,0.20,16.20,2.00,1.20,1.20,2.00,3.10,0.80,2.50,1.40,2.70,11.40,7.80,3.90,0.70,4.60,28.60,57.50,26.80,0.60,4.30,7.40,3.50,8.40,19.00,57.40,15.20,0.00,0.00,0.00,0.00,0.00,11.40,36.60,12.40,7.00,3.90,5.60,8.80,4.90,5.20,4.10,1.40,1.10,1.50,2.90,8.40,19.00,57.40,15.20
240,E09000012,0.70,129.20,36.20,2.10,0.20,16.20,2.00,1.20,1.20,2.00,3.10,0.80,2.50,1.40,2.70,11.40,7.80,3.90,0.70,4.60,28.60,57.50,26.80,0.60,4.30,7.40,3.50,8.40,19.00,57.40,15.20,0.00,0.00,0.00,0.00,0.00,11.40,36.60,12.40,7.00,3.90,5.60,8.80,4.90,5.20,4.10,1.40,1.10,1.50,2.90,8.40,19.00,57.40,15.20
241,E08000028,0.70,36.00,65.80,0.70,0.00,3.40,2.00,0.20,0.70,0.50,10.20,4.50,2.10,0.30,2.10,1.40,3.70,0.80,0.30,1.30,33.80,35.30,45.50,0.10,3.10,8.00,7.90,8.00,20.70,62.40,8.90,0.00,0.00,0.00,0.00,0.00,13.60,37.10,6.00,7.30,2.90,13.00,5.30,5.90,5.80,3.20,2.10,1.20,1.60,3.20,8.00,20.70,62.40,8.90
242,E08000027,0.80,31.90,88.50,0.40,0.10,1.00,1.10,0.10,0.40,0.20,1.80,3.30,0.10,0.30,0.50,0.40,0.80,0.20,0.40,0.20,29.70,31.20,50.20,0.10,2.40,8.40,7.80,9.00,20.80,59.50,10.70,0.00,0.00,0.00,0.00,0.00,15.00,38.20,7.50,5.30,2.50,16.20,4.30,4.60,4.40,2.00,1.50,1.00,0.90,2.40,9.00,20.80,59.50,10.70
243,E08000033,0.70,5.60,86.70,0.90,0.00,2.10,0.50,0.10,0.40,0.30,0.60,6.80,0.30,0.20,0.40,0.20,0.20,0.00,0.10,0.20,29.30,32.10,46.70,0.30,3.00,10.50,7.30,8.40,21.20,59.00,11.40,0.00,0.00,0.00,0.00,0.00,14.70,38.70,9.50,5.00,2.60,15.10,4.10,3.90,4.40,2.00,1.40,1.00,0.70,2.00,8.40,21.20,59.00,11.40
244,E06000011,2.20,1.40,96.10,0.30,0.10,1.60,0.20,0.10,0.20,0.10,0.30,0.10,0.00,0.20,0.20,0.10,0.10,0.00,0.10,0.10,26.50,26.10,54.20,0.20,2.20,9.20,8.00,10.30,20.70,54.30,14.70,0.00,0.00,0.00,0.00,0.00,15.40,37.00,10.10,3.60,2.70,19.50,3.70,3.20,3.10,1.70,1.00,0.80,0.40,1.40,10.30,20.70,54.30,14.70
245,E06000006,0.70,15.90,96.40,0.50,0.00,0.90,0.40,0.20,0.30,0.20,0.20,0.00,0.00,0.20,0.20,0.10,0.10,0.00,0.00,0.10,31.30,35.40,44.90,0.20,2.40,9.80,7.20,7.80,20.10,62.10,10.00,0.00,0.00,0.00,0.00,0.00,14.10,40.10,5.80,5.60,2.70,14.40,4.20,4.20,7.00,1.90,1.80,0.90,0.90,2.10,7.80,20.10,62.10,10.00
246,E09000013,1.00,111.20,44.90,3.50,0.10,19.60,1.50,0.80,1.50,1.70,1.90,0.90,0.60,1.70,4.00,5.80,3.90,2.10,2.90,2.70,22.90,55.90,29.60,0.50,2.90,7.40,3.70,7.10,12.20,57.40,23.30,0.00,0.00,0.00,0.00,0.00,7.60,45.80,12.30,4.90,3.50,6.30,8.20,4.60,3.90,3.00,0.90,0.80,0.90,1.90,7.10,12.20,57.40,23.30
247,E09000005,0.70,72.00,18.00,4.00,0.10,14.30,1.40,0.90,1.20,1.60,18.60,4.60,0.60,1.00,9.20,7.80,7.60,3.40,3.70,2.10,34.40,42.10,43.20,0.30,3.40,6.20,4.70,9.20,18.80,59.70,12.40,0.00,0.00,0.00,0.00,0.00,11.00,35.80,12.80,5.80,4.70,8.00,8.50,5.60,3.90,3.90,1.20,1.00,1.40,2.10,9.20,18.80,59.70,12.40
248,E09000007,3.60,101.10,44.00,3.20,0.10,19.00,1.10,0.80,1.80,1.90,2.80,0.70,5.70,2.90,4.00,4.90,1.60,1.70,1.60,2.30,22.10,54.90,29.50,0.90,2.90,7.70,4.10,8.90,14.00,54.10,23.00,0.00,0.00,0.00,0.00,0.00,7.90,38.50,13.40,4.50,3.80,6.90,13.10,4.50,4.40,3.00,0.80,0.80,0.90,1.80,8.90,14.00,54.10,23.00
249,E07000131,1.60,1.40,92.80,0.60,0.10,1.80,0.40,0.10,0.40,0.20,2.20,0.20,0.10,0.30,0.40,0.20,0.10,0.00,0.00,0.20,30.10,25.80,56.20,0.20,2.30,8.60,6.90,10.50,18.90,54.10,16.50,0.00,0.00,0.00,0.00,0.00,15.20,40.90,12.90,2.50,2.50,15.50,3.90,3.00,2.00,1.70,0.60,0.60,0.30,0.80,10.50,18.90,54.10,16.50
250,E07000135,4.30,23.90,70.60,0.70,0.00,1.70,0.70,0.20,0.90,0.40,17.70,1.90,0.20,0.60,1.90,0.50,0.50,0.10,0.30,1.10,30.60,31.20,51.70,0.10,2.00,7.00,8.00,10.30,20.80,58.30,10.60,0.00,0.00,0.00,0.00,0.00,15.10,38.20,8.60,3.20,3.90,15.00,8.70,3.20,2.70,1.50,0.90,0.60,0.50,1.30,10.30,20.80,58.30,10.60
251,E07000072,0.80,3.70,85.20,1.10,0.10,4.00,0.70,0.20,0.60,0.60,2.40,0.70,0.20,0.50,0.90,1.00,0.80,0.20,0.10,0.50,29.50,31.30,49.90,0.20,2.40,8.60,7.70,10.10,17.50,55.90,16.40,0.00,0.00,0.00,0.00,0.00,13.30,38.30,14.60,3.60,2.30,14.10,4.50,4.90,2.60,1.90,1.00,0.70,0.50,1.40,10.10,17.50,55.90,16.40
252,E07000073,0.50,26.80,83.90,1.10,0.10,4.00,0.80,0.40,0.50,0.50,1.30,0.80,0.50,1.00,1.00,2.80,0.70,0.40,0.20,0.30,31.70,34.00,44.80,0.10,3.00,10.70,7.30,9.10,18.30,61.50,11.10,0.00,0.00,0.00,0.00,0.00,14.70,43.10,8.70,5.20,3.10,11.30,3.60,4.70,3.70,1.90,1.30,1.10,0.60,2.30,9.10,18.30,61.50,11.10
253,E07000165,2.60,1.20,91.70,0.50,0.10,4.10,0.30,0.20,0.40,0.30,0.40,0.10,0.00,0.60,0.50,0.40,0.10,0.20,0.10,0.20,28.10,27.00,53.50,0.20,2.20,9.50,7.60,10.10,19.00,54.00,16.90,0.00,0.00,0.00,0.00,0.00,14.90,40.80,13.30,2.60,2.60,15.50,3.30,3.40,2.30,1.30,0.60,0.60,0.20,0.90,10.10,19.00,54.00,16.90
254,E09000015,0.90,47.40,30.90,3.10,0.10,8.20,1.00,0.40,1.40,1.10,26.40,3.30,0.60,1.10,11.30,3.60,2.80,1.80,1.60,1.40,36.40,32.30,53.70,0.20,2.30,5.40,6.20,9.50,18.50,59.20,12.80,0.00,0.00,0.00,0.00,0.00,12.30,37.50,12.70,4.50,3.70,10.40,7.70,5.50,2.90,2.90,1.00,0.90,0.90,1.70,9.50,18.50,59.20,12.80
255,E09000015,0.90,47.40,30.90,3.10,0.10,8.20,1.00,0.40,1.40,1.10,26.40,3.30,0.60,1.10,11.30,3.60,2.80,1.80,1.60,1.40,36.40,32.30,53.70,0.20,2.30,5.40,6.20,9.50,18.50,59.20,12.80,0.00,0.00,0.00,0.00,0.00,12.30,37.50,12.70,4.50,3.70,10.40,7.70,5.50,2.90,2.90,1.00,0.90,0.90,1.70,9.50,18.50,59.20,12.80
256,E06000001,1.00,9.80,96.60,0.20,0.00,0.80,0.20,0.10,0.20,0.20,0.30,0.30,0.20,0.20,0.30,0.10,0.00,0.00,0.10,0.10,29.90,34.40,44.70,0.20,2.40,10.00,8.40,8.60,23.70,57.40,10.40,0.00,0.00,0.00,0.00,0.00,15.10,33.90,5.70,7.80,2.70,15.90,4.60,4.90,7.10,2.40,2.40,1.30,1.50,3.10,8.60,23.70,57.40,10.40
257,E07000071,3.50,5.30,87.50,0.70,0.00,3.80,0.50,0.30,0.50,0.50,0.80,0.20,0.20,1.00,1.40,1.00,0.30,0.10,0.60,0.40,29.10,34.60,46.90,0.20,2.30,9.70,6.20,11.30,18.90,54.90,15.00,0.00,0.00,0.00,0.00,0.00,14.40,39.30,9.50,3.50,4.40,13.10,7.00,4.10,3.20,1.50,1.00,0.60,0.40,1.40,11.30,18.90,54.90,15.00
258,E07000076,1.60,4.10,95.40,0.70,0.00,1.40,0.40,0.10,0.30,0.20,0.20,0.00,0.10,0.30,0.30,0.20,0.10,0.00,0.00,0.10,23.50,26.20,50.20,0.20,2.50,10.50,10.50,11.20,22.20,52.90,13.70,0.00,0.00,0.00,0.00,0.00,14.60,30.20,10.10,4.70,2.20,23.10,3.30,4.60,5.30,2.00,1.40,1.00,0.70,2.00,11.20,22.20,52.90,13.70
259,E07000064,2.70,1.80,94.10,0.70,0.10,2.10,0.30,0.10,0.40,0.30,0.30,0.00,0.10,0.20,0.50,0.20,0.10,0.10,0.10,0.10,22.10,24.70,51.30,0.30,2.60,10.30,10.80,11.60,21.90,51.00,15.50,0.00,0.00,0.00,0.00,0.00,13.80,29.40,14.80,3.20,2.10,22.50,3.80,4.30,4.10,1.90,0.90,0.80,0.40,1.30,11.60,21.90,51.00,15.50
260,E07000062,1.90,30.40,89.30,0.80,0.20,3.50,0.70,0.30,0.60,0.50,0.50,0.10,0.30,0.40,1.00,0.70,0.30,0.10,0.20,0.40,26.40,36.50,39.20,0.30,3.70,12.80,7.40,9.70,22.60,56.10,11.60,0.00,0.00,0.00,0.00,0.00,14.80,33.50,11.20,5.50,2.80,14.30,4.10,4.70,6.60,2.50,1.60,1.00,0.80,2.40,9.70,22.60,56.10,11.60
261,E07000090,1.00,21.80,95.20,0.40,0.10,1.40,0.30,0.20,0.50,0.30,0.40,0.10,0.10,0.30,0.30,0.20,0.00,0.10,0.10,0.10,27.80,28.90,49.50,0.10,2.70,10.40,8.40,10.10,20.50,56.60,12.80,0.00,0.00,0.00,0.00,0.00,15.20,37.50,9.60,4.00,2.90,17.30,3.40,4.40,4.20,1.60,1.10,0.80,0.50,1.60,10.10,20.50,56.60,12.80
262,E09000017,2.40,23.70,52.20,2.20,0.10,6.10,1.00,0.50,1.30,1.00,13.40,3.40,1.00,1.10,6.50,4.10,1.70,1.50,1.10,1.90,35.80,36.40,47.20,0.20,2.70,7.50,6.00,9.40,17.20,61.30,12.00,0.00,0.00,0.00,0.00,0.00,11.90,40.40,9.30,4.30,4.80,10.20,8.40,5.20,2.90,2.50,1.00,0.80,0.80,1.80,9.40,17.20,61.30,12.00
263,E08000007,0.80,22.50,89.00,1.40,0.00,1.70,0.60,0.30,0.50,0.40,1.00,2.40,0.20,0.60,0.70,0.30,0.30,0.10,0.30,0.30,29.30,32.20,48.30,0.20,2.50,9.20,7.70,8.80,19.90,60.10,11.30,0.00,0.00,0.00,0.00,0.00,14.60,40.50,9.60,3.90,2.70,15.30,4.20,3.50,4.20,1.60,1.10,0.80,0.50,1.50,8.80,19.90,60.10,11.30
264,E07000096,1.40,6.80,86.00,1.30,0.20,3.40,0.70,0.30,0.70,0.50,1.60,1.40,0.20,0.50,0.90,1.40,0.50,0.20,0.10,0.20,31.10,31.40,49.90,0.10,2.60,9.30,6.70,10.00,17.40,57.30,15.20,0.00,0.00,0.00,0.00,0.00,13.80,42.50,11.70,3.70,2.80,12.40,3.80,4.50,2.70,2.10,1.00,0.80,0.40,1.40,10.00,17.40,57.30,15.20
265,E08000036,1.10,9.60,92.80,0.30,0.10,2.30,0.30,0.10,0.30,0.20,0.50,1.50,0.00,0.30,0.40,0.60,0.10,0.10,0.10,0.20,28.90,30.90,48.20,0.20,2.60,10.50,7.50,8.00,20.70,60.30,11.00,0.00,0.00,0.00,0.00,0.00,14.80,39.70,6.90,4.90,2.10,16.10,3.50,4.00,5.80,2.20,1.60,0.80,0.80,1.90,8.00,20.70,60.30,11.00
266,E09000003,1.10,41.10,45.50,2.40,0.00,16.20,0.90,0.90,1.70,1.40,7.80,1.50,0.60,2.30,6.20,5.40,1.30,1.00,1.50,3.40,33.50,37.20,46.80,0.20,2.80,7.10,5.80,10.30,18.40,55.90,15.40,0.00,0.00,0.00,0.00,0.00,11.80,36.10,15.60,4.40,3.50,8.90,8.20,5.50,3.10,3.00,1.00,0.80,0.80,1.70,10.30,18.40,55.90,15.40
267,E07000179,2.10,2.00,90.90,0.80,0.10,4.20,0.40,0.10,0.50,0.30,0.60,0.10,0.10,0.30,0.60,0.30,0.20,0.10,0.10,0.10,30.00,28.00,54.80,0.20,2.00,8.30,6.70,10.20,17.50,56.40,15.90,0.00,0.00,0.00,0.00,0.00,14.00,43.30,13.00,2.50,2.20,13.90,3.50,4.00,1.90,1.60,0.70,0.60,0.30,0.90,10.20,17.50,56.40,15.90
268,E07000177,2.10,2.40,86.30,0.80,0.10,5.00,0.60,0.30,0.50,0.40,1.20,1.70,0.10,0.50,0.80,0.70,0.40,0.20,0.10,0.30,31.40,30.40,51.70,0.30,2.30,9.20,6.10,9.20,17.80,58.80,14.30,0.00,0.00,0.00,0.00,0.00,14.60,45.30,10.30,2.80,2.60,12.30,3.40,3.80,2.50,2.30,0.80,0.60,0.30,1.00,9.20,17.80,58.80,14.30
269,E06000019,1.60,0.80,93.70,0.40,0.20,3.90,0.20,0.10,0.20,0.20,0.30,0.00,0.00,0.20,0.30,0.10,0.10,0.00,0.10,0.10,26.50,28.30,51.80,0.20,2.20,9.60,7.90,10.20,20.60,52.60,16.50,0.00,0.00,0.00,0.00,0.00,15.20,36.00,14.40,3.30,2.40,16.60,3.60,3.50,3.40,1.60,1.00,0.70,0.40,1.20,10.20,20.60,52.60,16.50
270,E07000097,1.40,2.90,90.30,1.10,0.00,4.00,0.50,0.20,0.60,0.40,0.70,0.20,0.20,0.40,0.50,0.40,0.20,0.10,0.10,0.20,31.40,30.50,52.30,0.20,2.30,8.60,6.20,10.30,16.70,56.50,16.60,0.00,0.00,0.00,0.00,0.00,14.10,43.70,12.30,2.80,2.40,12.50,4.40,4.40,2.10,1.30,0.70,0.70,0.30,1.00,10.30,16.70,56.50,16.60
271,E07000098,1.60,9.90,75.70,2.10,0.20,7.00,0.70,0.40,0.90,0.70,3.70,0.50,0.20,0.90,2.10,3.00,0.60,0.40,0.20,0.80,32.80,31.80,50.20,0.20,2.50,8.40,7.00,10.30,18.20,56.10,15.30,0.00,0.00,0.00,0.00,0.00,13.50,39.40,14.00,3.70,2.80,11.20,6.10,4.70,2.80,1.80,0.90,0.80,0.50,1.40,10.30,18.20,56.10,15.30
272,E06000048,1.70,0.60,97.20,0.30,0.00,0.90,0.20,0.10,0.20,0.10,0.30,0.10,0.10,0.10,0.20,0.10,0.00,0.00,0.00,0.10,26.40,27.60,52.10,0.20,2.60,9.30,8.20,9.00,20.90,57.20,13.00,0.00,0.00,0.00,0.00,0.00,14.70,37.00,9.50,4.40,2.20,18.80,3.50,3.60,4.40,1.80,1.30,0.90,0.70,1.70,9.00,20.90,57.20,13.00
273,E08000005,1.00,13.40,78.60,1.00,0.10,1.90,0.50,0.30,0.60,0.30,0.50,10.50,2.10,0.40,1.40,1.00,0.10,0.20,0.10,0.30,32.30,35.10,44.20,0.20,3.40,9.70,7.30,7.30,21.30,61.60,9.70,0.00,0.00,0.00,0.00,0.00,13.20,36.40,7.90,5.90,2.70,13.70,5.30,5.10,6.80,3.00,1.80,0.90,1.10,2.30,7.30,21.30,61.60,9.70
274,E07000037,1.10,1.70,95.90,0.70,0.00,1.30,0.40,0.10,0.30,0.20,0.20,0.10,0.00,0.30,0.30,0.10,0.10,0.00,0.00,0.10,28.40,30.90,49.10,0.20,2.40,9.90,7.40,9.90,20.10,56.60,13.40,0.00,0.00,0.00,0.00,0.00,15.30,39.10,11.10,3.80,2.70,15.70,4.30,3.00,3.70,1.30,1.10,0.80,0.50,1.50,9.90,20.10,56.60,13.40
275,E07000100,1.10,8.70,81.10,1.80,0.10,5.40,0.70,0.30,1.10,0.70,1.60,0.80,1.90,0.80,1.30,0.90,0.60,0.20,0.30,0.40,33.30,30.30,54.10,0.20,2.00,7.40,6.00,10.40,17.10,54.50,18.10,0.00,0.00,0.00,0.00,0.00,13.50,43.10,12.60,2.70,2.80,12.30,4.60,4.80,2.10,1.50,0.60,0.60,0.30,1.00,10.40,17.10,54.50,18.10
276,E07000099,1.00,3.40,84.90,1.10,0.00,3.50,1.20,0.20,0.70,0.50,2.70,0.30,0.40,0.60,1.30,0.70,1.10,0.20,0.10,0.40,30.20,30.20,51.20,0.20,2.60,8.80,7.10,10.10,17.30,58.10,14.60,0.00,0.00,0.00,0.00,0.00,14.00,43.90,11.00,3.40,2.70,13.30,3.70,4.30,2.40,1.30,0.90,0.80,0.40,1.40,10.10,17.30,58.10,14.60
277,E09000007,3.60,101.10,44.00,3.20,0.10,19.00,1.10,0.80,1.80,1.90,2.80,0.70,5.70,2.90,4.00,4.90,1.60,1.70,1.60,2.30,22.10,54.90,29.50,0.90,2.90,7.70,4.10,8.90,14.00,54.10,23.00,0.00,0.00,0.00,0.00,0.00,7.90,38.50,13.40,4.50,3.80,6.90,13.10,4.50,4.40,3.00,0.80,0.80,0.90,1.80,8.90,14.00,54.10,23.00
